State StateCode Year PCP TAVG PDSI PHDI ZNDX PMDI CDD HDD SP01 SP02 SP03 SP06 SP09 SP12 SP24 TMIN TMAX
"New Jersey" 28 1971 51.38 623.6 8.35 8.42 6.81 6.98 712.0 5601.0 1.78 4.07 5.54 5.28 2.58 0.99 0.45 506.5 740.5
"New Jersey" 28 1972 56.96 611.7 31.3 31.3 15.45 25.48 625.0 5863.0 5.94 7.18 7.33 11.45 14.36 15.27 10.87 495.8 727.5
"New Jersey" 28 1973 51.28 641.0 18.58 36.23 5.35 28.91 850.0 5182.0 4.57 5.51 8.11 13.35 16.99 20.17 22.36 521.4 760.8
"New Jersey" 28 1974 44.01 625.1 0.22 9.42 0.01 2.14 623.0 5460.0 -0.36 0.32 1.21 1.14 1.2 3.24 15.22 502.3 748.0
"New Jersey" 28 1975 57.65 633.4 28.84 28.84 15.4 28.11 709.0 5279.0 7.37 10.49 12.29 14.97 13.69 11.91 10.27 518.1 749.1
"New Jersey" 28 1976 38.68 613.2 -9.23 1.16 -6.43 -5.12 635.0 5864.0 -4.15 -5.25 -5.24 -5.37 -1.15 4.47 11.21 486.4 739.9
"New Jersey" 28 1977 48.54 622.1 -6.46 -11.86 0.98 -9.86 718.0 5666.0 1.76 0.55 -2.43 -6.09 -8.4 -11.24 -4.27 499.4 744.5
"New Jersey" 28 1978 47.63 602.9 23.47 23.47 3.61 14.64 623.0 6115.0 0.55 2.65 4.75 11.34 13.26 14.99 3.39 482.1 723.5
"New Jersey" 28 1979 56.49 619.7 29.78 35.65 14.39 33.82 610.0 5567.0 7.01 10.26 12.48 14.25 15.91 16.19 20.13 504.3 734.6
"New Jersey" 28 1980 38.21 619.6 -12.83 -7.06 -9.42 -10.03 862.0 5855.0 -5.03 -5.52 -6.13 -4.69 -1.95 -0.56 10.53 495.0 744.0
"New Jersey" 28 1981 38.88 617.8 -26.45 -28.53 -6.15 -25.61 696.0 5762.0 -4.1 -6.62 -9.12 -12.41 -16.58 -18.49 -12.29 495.9 739.3
"New Jersey" 28 1982 39.96 617.0 -4.77 -10.47 -4.93 -6.59 549.0 5627.0 -1.96 -2.34 -3.51 -4.26 -5.13 -6.13 -16.45 493.9 739.7
"New Jersey" 28 1983 58.52 631.5 7.18 10.19 12.41 7.82 838.0 5462.0 7.95 8.03 8.13 7.8 7.93 4.75 -0.6 509.6 753.4
"New Jersey" 28 1984 49.16 626.7 14.01 26.76 4.2 19.64 711.0 5496.0 2.6 5.37 8.21 15.25 17.14 20.19 16.68 507.9 745.6
"New Jersey" 28 1985 39.45 630.1 -8.73 -27.9 -6.61 -20.13 661.0 5351.0 -5.29 -5.94 -8.72 -14.16 -15.44 -12.01 6.39 508.2 752.1
"New Jersey" 28 1986 45.69 627.3 -8.33 -10.65 -2.39 -6.35 668.0 5424.0 0.81 -1.25 -2.1 -3.6 -3.3 -3.76 -11.24 505.3 749.3
"New Jersey" 28 1987 44.74 628.5 0.64 2.39 -0.76 1.53 770.0 5489.0 0.13 1.27 3.37 5.05 5.21 4.51 0.44 507.0 750.0
"New Jersey" 28 1988 40.02 618.9 -14.51 -14.51 -7.52 -11.67 834.0 5844.0 -4.14 -3.32 -5.21 -6.97 -7.38 -6.82 -1.47 491.9 745.9
"New Jersey" 28 1989 54.53 617.6 14.86 17.2 12.41 16.42 710.0 5779.0 4.51 5.5 8.48 11.07 9.63 5.2 -0.35 500.7 734.2
"New Jersey" 28 1990 48.96 653.6 3.05 16.89 2.44 2.35 707.0 4677.0 1.85 1.07 0.7 2.73 6.22 10.0 10.5 530.8 776.0
"New Jersey" 28 1991 42.41 652.5 -12.38 -8.26 -8.26 -11.31 890.0 4884.0 -1.18 -1.42 -1.12 -0.36 0.68 2.43 7.68 525.3 779.7
"New Jersey" 28 1992 41.69 614.5 -6.27 -16.04 0.08 -10.03 503.0 5664.0 -2.4 -3.73 -5.82 -9.17 -10.96 -11.87 -6.27 497.5 731.6
"New Jersey" 28 1993 44.7 626.7 1.37 -4.03 -2.48 -3.23 819.0 5598.0 0.33 -0.15 1.21 -0.21 1.35 0.57 -7.6 505.1 748.4
"New Jersey" 28 1994 47.31 626.4 1.44 11.33 1.99 6.73 776.0 5583.0 2.02 3.5 4.15 8.03 8.01 8.03 5.54 499.5 753.4
"New Jersey" 28 1995 39.71 629.6 -15.32 -26.2 -7.98 -21.35 836.0 5518.0 -4.28 -5.57 -7.45 -14.91 -16.11 -14.1 -3.55 507.3 751.6
"New Jersey" 28 1996 59.17 618.5 29.39 29.39 18.31 28.14 648.0 5678.0 8.33 9.38 10.86 14.08 13.07 9.83 -1.76 502.9 733.8
"New Jersey" 28 1997 42.9 624.8 24.03 24.03 -2.41 14.52 607.0 5468.0 -0.51 0.32 0.79 4.05 7.95 12.0 14.49 500.6 748.9
"New Jersey" 28 1998 41.75 661.9 -3.7 -1.57 -8.07 -4.59 837.0 4536.0 -1.07 -0.92 -0.31 1.6 4.07 3.86 9.99 541.4 782.4
"New Jersey" 28 1999 47.25 649.1 -20.36 -29.14 -2.5 -16.88 952.0 5055.0 0.04 -0.28 0.11 -4.36 -7.96 -7.35 -2.53 522.5 775.5
"New Jersey" 28 2000 45.26 626.4 -2.41 -3.55 1.45 -1.89 604.0 5405.0 0.35 0.09 -0.42 2.77 1.83 0.02 -5.04 507.0 745.9
"New Jersey" 28 2001 35.54 643.7 -12.09 -12.09 -13.2 -11.62 763.0 5024.0 -5.69 -7.23 -7.69 -8.12 -6.97 -5.62 -3.63 516.9 770.4
"New Jersey" 28 2002 45.92 651.7 -30.19 -38.42 -3.84 -31.65 938.0 4968.0 -0.54 -1.37 -4.05 -11.68 -16.05 -19.8 -16.83 527.6 776.0
"New Jersey" 28 2003 56.48 622.1 29.7 27.5 14.73 27.99 769.0 5687.0 6.67 8.66 10.41 14.15 13.9 13.35 -2.45 510.0 734.3
"New Jersey" 28 2004 48.7 636.3 26.08 26.08 3.5 18.71 780.0 5278.0 2.18 3.64 4.76 9.16 11.85 14.02 17.78 521.8 750.6
"New Jersey" 28 2005 48.83 641.4 5.41 14.73 2.26 11.13 1052.0 5396.0 0.89 2.42 3.58 1.83 4.22 6.53 13.09 520.9 762.1
"New Jersey" 28 2006 51.41 659.7 12.5 15.0 6.18 13.14 855.0 4620.0 2.44 3.54 4.5 8.92 8.62 8.73 9.96 538.1 781.5
"New Jersey" 28 2007 46.94 643.2 0.57 8.46 -1.44 1.46 871.0 5143.0 0.62 0.64 1.57 5.27 9.39 10.6 12.52 522.3 763.7
"New Jersey" 28 2008 47.24 643.5 -0.1 -4.36 0.52 -1.16 859.0 5153.0 1.81 2.49 1.92 0.94 0.29 1.28 7.56 519.6 767.5
"New Jersey" 28 2009 53.17 632.8 15.04 13.09 9.86 12.69 680.0 5294.0 2.64 3.65 5.3 8.17 6.63 5.19 4.4 519.3 746.1
"New Jersey" 28 2010 44.61 656.1 -7.62 6.95 -6.56 0.08 1145.0 5008.0 0.24 2.11 3.27 5.71 11.95 15.68 13.85 536.1 776.1
"New Jersey" 28 2011 63.97 658.6 21.78 10.02 16.29 15.49 1035.0 4880.0 8.34 11.1 13.56 16.42 13.47 10.36 17.98 540.3 776.5
"New Jersey" 28 2012 42.0 670.5 -12.99 -13.16 -7.71 -11.82 1002.0 4441.0 -2.38 -4.28 -4.59 -1.7 4.34 11.07 15.11 552.3 788.3
"New Jersey" 28 2013 46.38 638.7 1.76 2.05 1.8 3.56 849.0 5252.0 0.69 0.86 0.94 5.05 4.57 2.99 8.95 523.6 753.3
"New Jersey" 28 2014 48.95 623.3 5.06 7.16 4.21 6.71 754.0 5619.0 3.91 4.62 4.62 3.65 5.26 5.81 5.66 503.0 743.7
"New Jersey" 28 2015 43.85 646.2 -4.68 -3.3 -4.69 -3.28 1009.0 5179.0 -0.77 -0.81 -0.02 0.19 0.09 1.71 4.61 523.6 768.8
"New Jersey" 28 2016 40.14 659.5 -22.09 -22.09 -10.64 -19.54 1058.0 4833.0 -2.51 -2.81 -3.56 -3.94 -5.04 -5.37 -2.63 535.5 783.6
"New Mexico" 29 1960 14.61 627.0 3.58 4.51 3.83 3.28 880.0 5160.0 0.03 1.55 2.25 1.56 0.87 1.16 -0.01 446.0 808.0
"New Mexico" 29 1961 13.7 626.0 6.66 7.84 2.75 6.18 799.0 5106.0 1.07 1.06 0.16 -0.01 0.87 1.22 1.09 446.1 805.8
"New Mexico" 29 1962 12.64 639.5 -1.78 -1.65 -2.66 -0.07 791.0 4750.0 -1.47 -1.88 -1.99 -2.22 -2.31 -1.79 -0.9 457.4 821.5
"New Mexico" 29 1963 11.3 642.6 -16.84 -17.35 -11.24 -14.33 920.0 4752.0 -3.59 -4.26 -4.39 -5.1 -5.25 -5.63 -5.58 457.0 827.8
"New Mexico" 29 1964 10.16 620.7 -31.87 -31.87 -11.39 -29.88 854.0 5393.0 -5.44 -8.36 -10.82 -12.85 -13.68 -14.56 -14.28 437.1 804.1
"New Mexico" 29 1965 15.3 631.0 1.08 -9.18 3.17 -6.04 706.0 4903.0 3.44 2.73 2.68 1.45 -1.68 -5.01 -13.44 453.2 808.7
"New Mexico" 29 1966 12.21 630.9 -2.88 -1.63 -4.89 -3.05 849.0 5026.0 -3.29 -2.92 -2.11 -0.43 -0.02 1.1 -2.99 448.3 813.4
"New Mexico" 29 1967 13.05 636.2 -12.06 -28.75 -8.48 -20.94 718.0 4773.0 -3.95 -5.18 -6.22 -7.4 -7.51 -8.04 -5.13 453.1 819.0
"New Mexico" 29 1968 12.69 623.6 0.99 -1.28 1.55 1.95 667.0 5089.0 -0.37 -0.05 -0.48 -0.58 0.68 0.84 -5.25 446.1 801.0
"New Mexico" 29 1969 16.65 638.0 4.48 6.87 6.47 7.36 916.0 4867.0 4.29 5.21 6.57 3.85 2.36 0.52 0.52 464.3 812.1
"New Mexico" 29 1970 10.38 627.0 -10.61 -5.25 -8.21 -8.33 795.0 5115.0 -5.45 -6.54 -6.9 -5.03 -2.64 0.22 0.39 444.1 809.9
"New Mexico" 29 1971 13.42 626.6 -12.18 -27.22 -5.52 -21.55 742.0 5080.0 -1.72 -3.96 -6.23 -9.98 -12.58 -13.97 -9.23 444.5 808.6
"New Mexico" 29 1972 16.73 636.5 4.87 -1.25 2.46 0.53 728.0 4742.0 -2.58 -0.61 1.84 4.81 4.39 3.34 -7.18 455.4 817.4
"New Mexico" 29 1973 12.02 617.8 25.71 47.86 8.84 38.29 673.0 5277.0 -1.15 -2.24 -2.07 4.67 10.48 13.09 12.02 436.7 798.9
"New Mexico" 29 1974 14.84 633.4 -10.93 -12.0 -1.49 -14.72 772.0 4911.0 -1.15 -1.38 -1.98 -9.0 -13.08 -13.19 2.09 451.8 814.8
"New Mexico" 29 1975 12.94 616.5 21.8 29.0 5.5 24.74 632.0 5285.0 -0.61 -0.32 -1.02 3.04 5.23 5.99 -4.07 431.7 800.9
"New Mexico" 29 1976 11.38 622.5 -21.4 -19.47 -9.19 -19.23 663.0 5164.0 -4.02 -4.76 -5.35 -6.82 -7.39 -8.05 -1.38 437.3 807.4
"New Mexico" 29 1977 13.22 644.5 -15.2 -15.2 -5.28 -11.47 931.0 4764.0 0.35 -0.74 -1.36 -2.05 -3.15 -4.7 -9.26 462.7 826.1
"New Mexico" 29 1978 16.48 638.8 4.36 -5.52 5.36 -0.84 870.0 4755.0 5.11 4.99 4.15 1.66 1.48 1.47 -2.75 466.9 810.8
"New Mexico" 29 1979 14.45 621.6 40.41 40.41 12.67 35.9 688.0 5150.0 2.5 2.93 4.64 9.21 10.23 11.18 8.45 441.9 801.4
"New Mexico" 29 1980 12.19 643.8 1.83 4.33 -3.61 3.59 979.0 4799.0 -1.52 -1.87 -2.57 -4.93 -3.79 -2.37 6.14 460.4 827.1
"New Mexico" 29 1981 15.22 652.3 -11.68 -16.47 -4.52 -13.2 869.0 4420.0 1.88 2.5 3.0 3.67 0.22 -2.54 -3.62 472.9 831.6
"New Mexico" 29 1982 15.01 631.0 -3.78 -7.85 1.09 -5.03 836.0 4972.0 3.19 1.89 0.64 0.08 1.48 3.26 0.15 459.6 802.7
"New Mexico" 29 1983 14.32 630.1 23.04 23.04 8.48 18.42 839.0 5017.0 3.19 3.38 3.44 2.55 4.47 5.5 5.64 459.5 800.9
"New Mexico" 29 1984 17.62 628.9 18.86 18.86 10.89 12.63 790.0 5017.0 4.45 5.49 6.42 7.64 5.17 3.72 5.76 456.2 801.0
"New Mexico" 29 1985 17.46 634.1 60.44 60.44 21.54 59.59 793.0 4866.0 5.25 8.79 11.73 15.06 18.5 19.87 16.29 459.5 808.8
"New Mexico" 29 1986 20.57 643.0 42.69 42.69 16.1 35.61 737.0 4583.0 8.88 9.41 9.99 14.22 13.93 14.54 23.53 472.0 813.7
"New Mexico" 29 1987 14.96 623.0 69.59 69.59 18.13 66.38 688.0 5123.0 3.76 4.26 5.73 10.39 15.87 19.93 24.12 445.8 800.5
"New Mexico" 29 1988 15.93 631.6 32.25 43.73 7.94 39.01 727.0 4901.0 3.04 5.15 6.78 8.44 7.15 6.3 18.64 451.0 812.3
"New Mexico" 29 1989 11.01 648.0 -26.06 -17.76 -13.06 -21.81 881.0 4494.0 -6.02 -5.99 -6.26 -6.93 -4.71 -1.6 3.13 458.2 838.0
"New Mexico" 29 1990 15.96 639.3 -4.89 -9.58 3.04 -6.15 850.0 4802.0 4.21 4.29 3.17 1.08 -0.89 -3.45 -3.63 461.5 816.3
"New Mexico" 29 1991 19.02 630.1 24.61 24.61 15.57 20.47 673.0 4904.0 5.15 8.21 9.08 11.11 10.7 10.88 4.67 457.3 802.9
"New Mexico" 29 1992 15.53 630.7 56.85 56.85 15.55 53.06 722.0 4943.0 3.95 5.52 7.32 12.21 17.53 19.46 21.11 456.6 804.7
"New Mexico" 29 1993 14.1 637.7 27.07 38.76 5.97 34.13 826.0 4759.0 2.12 3.31 3.67 3.07 3.45 5.49 17.73 459.0 816.3
"New Mexico" 29 1994 14.43 653.3 -8.67 -6.39 -4.42 -9.94 1097.0 4588.0 1.79 0.28 -0.61 -1.85 -1.73 -2.9 1.41 470.4 836.2
"New Mexico" 29 1995 11.74 651.8 -9.01 -7.87 -8.16 -6.99 864.0 4393.0 -2.42 -2.86 -1.97 -0.56 -0.15 1.26 -1.57 469.4 834.2
"New Mexico" 29 1996 14.13 656.2 -10.0 -32.87 -9.21 -22.35 997.0 4384.0 -2.18 -1.83 -1.78 -3.44 -6.49 -8.27 -4.93 472.5 839.6
"New Mexico" 29 1997 18.64 634.8 16.46 10.88 10.43 14.76 911.0 4905.0 7.8 8.58 9.02 10.84 12.88 11.98 2.85 462.1 807.1
"New Mexico" 29 1998 14.1 650.2 7.59 16.61 2.38 10.95 990.0 4615.0 -1.48 1.22 3.37 3.57 5.5 8.66 14.1 470.7 829.8
"New Mexico" 29 1999 14.95 652.0 -3.07 -1.1 -3.84 -2.03 793.0 4346.0 -0.27 0.38 2.16 8.29 8.5 6.88 10.52 463.9 839.9
"New Mexico" 29 2000 13.36 662.5 -24.32 -36.67 -10.71 -27.93 1116.0 4356.0 -2.61 -2.36 -3.48 -7.09 -5.52 -3.32 2.53 478.7 846.4
"New Mexico" 29 2001 11.82 654.9 7.77 8.52 -1.82 10.44 1029.0 4508.0 -0.75 -1.87 -2.8 -1.25 -0.54 0.35 -2.35 473.8 835.5
"New Mexico" 29 2002 12.29 652.8 -36.28 -36.28 -11.52 -31.74 1083.0 4590.0 -2.72 -4.82 -5.99 -11.19 -14.26 -15.23 -10.05 469.1 836.5
"New Mexico" 29 2003 9.07 665.8 -42.45 -42.45 -19.85 -39.42 1117.0 4217.0 -7.06 -7.56 -9.55 -11.0 -10.04 -9.69 -17.43 480.8 850.4
"New Mexico" 29 2004 17.25 642.5 4.63 -19.0 6.19 -9.29 804.0 4633.0 5.36 6.41 6.71 5.34 1.47 -3.33 -8.64 470.0 814.6
"New Mexico" 29 2005 14.34 656.6 14.88 28.23 5.39 22.74 986.0 4359.0 1.49 1.78 4.38 7.11 10.39 13.66 7.66 479.1 833.6
"New Mexico" 29 2006 15.97 657.2 -8.84 -20.56 -5.32 -15.2 969.0 4384.0 0.14 -0.83 -2.28 -1.93 -4.89 -6.01 5.83 474.1 840.1
"New Mexico" 29 2007 14.75 650.6 5.37 12.82 -0.09 10.78 989.0 4546.0 3.01 2.98 2.81 6.3 10.92 12.12 4.94 470.9 829.6
"New Mexico" 29 2008 13.74 643.7 -6.73 -1.85 -2.67 -2.62 840.0 4648.0 -1.17 -0.28 0.54 -0.13 -2.06 -1.31 7.73 458.7 829.0
"New Mexico" 29 2009 11.94 651.3 -27.46 -29.92 -13.85 -29.09 944.0 4490.0 -2.8 -4.17 -4.98 -5.74 -4.36 -4.24 -4.33 467.0 835.7
"New Mexico" 29 2010 14.82 650.1 7.97 12.26 4.73 10.26 1036.0 4617.0 3.09 3.76 4.56 5.54 5.22 4.51 -0.09 470.8 829.0
"New Mexico" 29 2011 9.8 655.5 -51.0 -51.0 -20.43 -49.74 1210.0 4674.0 -7.86 -11.93 -15.91 -21.36 -20.47 -17.65 -8.25 467.1 843.5
"New Mexico" 29 2012 8.41 672.1 -56.81 -56.81 -22.97 -55.66 1144.0 4132.0 -8.4 -10.24 -11.28 -12.08 -13.82 -16.01 -24.12 481.8 861.7
"New Mexico" 29 2013 13.67 644.1 -49.09 -49.09 -6.4 -38.69 1025.0 4812.0 -2.87 -2.64 -3.29 -7.14 -12.55 -16.56 -21.64 463.9 824.1
"New Mexico" 29 2014 13.2 657.8 -18.82 -37.6 -11.84 -30.81 979.0 4311.0 -2.67 -3.87 -3.98 -2.75 -1.17 -1.34 -11.64 477.8 837.8
"New Mexico" 29 2015 19.33 659.3 16.46 9.26 10.46 11.19 1054.0 4350.0 8.45 10.86 12.38 14.23 14.88 13.59 8.29 488.1 830.7
"New Mexico" 29 2016 13.12 665.7 -17.88 -14.13 -8.82 -11.81 1056.0 4169.0 -1.39 -1.74 -2.08 -0.75 2.39 6.04 13.57 484.2 847.4
"New York" 30 1960 36.77 531.2 -2.63 11.71 -4.98 3.69 424.0 6572.0 -3.03 -2.82 -0.83 4.33 6.13 6.37 3.23 410.4 651.9
"New York" 30 1961 38.36 537.4 -0.97 -5.13 -3.03 -3.84 572.0 6564.0 -1.37 -3.13 -5.53 -7.09 -7.87 -10.47 -2.4 419.1 655.6
"New York" 30 1962 36.14 521.5 -24.83 -24.83 -6.33 -22.52 354.0 6839.0 -3.04 -4.88 -5.85 -11.96 -13.95 -12.97 -15.24 396.0 646.8
"New York" 30 1963 32.9 519.7 -30.41 -30.41 -13.57 -29.53 397.0 6808.0 -7.07 -8.72 -12.44 -15.25 -17.55 -19.72 -21.03 389.6 649.4
"New York" 30 1964 31.56 539.2 -42.73 -42.73 -19.76 -40.73 433.0 6371.0 -7.76 -11.59 -13.27 -16.8 -18.98 -21.81 -26.92 409.4 668.9
"New York" 30 1965 33.56 524.1 -54.69 -54.69 -11.22 -53.96 417.0 6683.0 -5.81 -7.65 -9.75 -20.08 -27.33 -30.28 -33.63 401.9 646.4
"New York" 30 1966 35.31 528.9 -34.73 -34.73 -7.65 -33.28 522.0 6665.0 -3.88 -6.38 -8.34 -11.41 -14.11 -17.2 -30.66 405.0 652.3
"New York" 30 1967 39.56 525.1 -3.11 -14.57 2.16 -9.57 458.0 6809.0 -0.61 -1.42 -2.23 -5.06 -8.72 -12.9 -19.48 406.2 644.0
"New York" 30 1968 40.55 527.2 -4.97 -5.21 -2.48 -4.69 497.0 6678.0 -1.57 -2.48 -3.45 -3.33 -2.8 -2.91 -10.18 404.9 649.5
"New York" 30 1969 39.75 529.9 -0.28 -1.74 -1.1 -0.1 484.0 6615.0 -0.81 -2.55 -2.27 0.52 0.04 0.36 -1.98 412.3 647.5
"New York" 30 1970 38.97 529.0 -3.85 -6.98 -2.45 -5.57 537.0 6690.0 -1.32 -1.18 -0.87 -2.78 -4.14 -4.1 -2.7 408.6 649.4
"New York" 30 1971 39.29 532.1 0.01 3.63 0.06 0.33 508.0 6513.0 -0.12 -0.08 -0.2 0.64 0.86 1.09 -2.26 411.2 652.7
"New York" 30 1972 50.44 517.1 27.56 27.56 19.79 26.47 435.0 6828.0 7.19 8.64 9.88 12.42 11.82 8.86 6.47 401.3 633.1
"New York" 30 1973 44.28 556.6 15.53 27.42 2.27 19.68 640.0 5978.0 3.19 3.17 5.08 9.96 13.94 17.92 17.31 438.7 674.4
"New York" 30 1974 42.27 530.4 18.95 18.95 7.01 17.28 448.0 6473.0 2.27 4.52 5.4 7.23 6.97 8.56 16.61 410.8 650.1
"New York" 30 1975 45.96 545.8 27.03 27.03 11.09 24.51 523.0 6156.0 4.95 6.48 7.66 7.53 7.13 7.64 10.0 428.5 663.3
"New York" 30 1976 47.8 518.4 48.0 48.0 16.52 45.98 439.0 6793.0 5.73 9.04 12.47 17.42 21.06 21.71 18.78 394.6 642.0
"New York" 30 1977 50.06 534.0 35.28 35.28 15.68 22.78 487.0 6478.0 7.22 7.63 6.46 6.3 7.74 10.21 20.31 417.2 651.1
"New York" 30 1978 38.41 514.4 -5.47 33.89 -1.15 13.94 449.0 6971.0 -2.71 -1.4 -0.13 4.82 11.13 17.62 17.73 390.8 638.1
"New York" 30 1979 43.97 535.3 10.69 15.37 5.66 8.98 460.0 6402.0 2.24 5.66 6.35 5.4 5.07 3.3 13.67 418.4 651.8
"New York" 30 1980 36.27 523.4 -8.87 -10.81 -6.82 -6.42 590.0 6773.0 -5.08 -5.98 -6.07 -6.02 -6.08 -6.56 -2.17 402.0 644.6
"New York" 30 1981 40.15 535.8 -4.49 -4.67 1.78 -2.26 514.0 6526.0 -2.06 -1.42 -1.46 -4.09 -6.45 -7.77 -9.36 418.5 653.2
"New York" 30 1982 37.32 532.3 -8.36 -1.45 -4.82 -5.95 381.0 6494.0 -2.7 -3.36 -5.44 -3.84 -2.25 -1.5 -5.99 406.8 657.8
"New York" 30 1983 45.6 546.4 -2.65 0.15 5.44 -2.67 614.0 6233.0 3.87 2.69 2.93 1.84 1.27 -1.71 -2.15 426.9 666.1
"New York" 30 1984 42.59 542.4 12.24 20.21 4.0 13.0 523.0 6292.0 1.99 3.59 5.75 11.54 12.0 13.26 7.61 424.2 660.6
"New York" 30 1985 38.93 536.3 -5.46 -11.28 -1.74 -8.8 442.0 6300.0 -1.82 -1.64 -2.91 -8.02 -8.96 -6.14 4.87 417.2 654.9
"New York" 30 1986 44.68 541.1 15.05 18.97 10.1 17.62 413.0 6239.0 3.98 4.31 5.54 9.23 8.71 6.95 0.74 425.6 656.8
"New York" 30 1987 39.54 548.0 0.65 5.88 -1.58 1.27 522.0 6233.0 -2.15 -1.45 -0.78 -1.12 0.95 2.94 6.21 427.9 667.7
"New York" 30 1988 35.74 538.2 -18.01 -18.01 -8.02 -13.5 619.0 6546.0 -4.81 -5.53 -7.66 -9.84 -9.48 -9.01 -4.1 413.8 662.6
"New York" 30 1989 42.8 525.6 7.83 5.9 4.91 5.85 501.0 6672.0 -0.1 0.57 1.64 2.24 1.24 -2.52 -7.27 404.5 646.9
"New York" 30 1990 50.02 567.3 29.94 29.94 14.88 27.05 511.0 5555.0 7.85 8.21 9.39 11.7 13.98 15.31 8.52 448.1 686.3
"New York" 30 1991 37.07 565.1 -16.69 -3.23 -10.94 -6.63 640.0 5668.0 -2.72 -2.12 -1.86 0.31 3.57 7.95 14.68 441.6 688.8
"New York" 30 1992 42.69 525.2 10.39 3.32 9.69 4.61 323.0 6569.0 2.15 2.68 2.04 1.58 -1.67 -4.28 2.59 409.7 640.3
"New York" 30 1993 41.37 530.2 8.47 10.74 1.35 10.78 576.0 6536.0 1.15 1.6 2.13 2.38 5.78 7.37 1.99 408.5 651.5
"New York" 30 1994 42.11 532.1 11.36 16.71 5.55 12.51 568.0 6498.0 1.81 3.22 3.39 6.77 5.96 5.71 8.09 408.5 655.9
"New York" 30 1995 37.1 542.8 -15.29 -21.66 -9.4 -17.83 623.0 6332.0 -4.66 -6.17 -6.93 -14.19 -15.13 -12.3 -3.86 421.9 663.3
"New York" 30 1996 50.83 534.7 34.4 34.4 19.62 32.07 465.0 6512.0 8.13 9.48 10.98 16.67 16.25 12.07 1.16 420.6 648.1
"New York" 30 1997 39.01 532.0 29.71 29.71 0.49 22.63 445.0 6390.0 -0.18 0.46 0.73 2.76 6.61 11.77 15.6 412.5 651.7
"New York" 30 1998 41.4 580.1 9.7 16.0 -0.47 11.82 589.0 5348.0 0.41 1.72 3.98 8.23 8.55 7.62 12.21 464.0 696.4
"New York" 30 1999 38.77 562.8 -12.35 -23.19 -6.46 -12.77 703.0 5828.0 -3.07 -2.08 -3.55 -9.14 -10.32 -8.3 -0.16 436.5 689.1
"New York" 30 2000 46.24 538.6 15.9 18.03 12.74 19.76 376.0 6311.0 5.56 5.46 6.2 11.34 11.53 7.04 -0.18 421.8 655.7
"New York" 30 2001 34.14 563.3 -19.92 -15.2 -14.48 -17.55 566.0 5787.0 -6.22 -7.16 -7.89 -11.27 -10.16 -6.03 1.42 441.2 685.5
"New York" 30 2002 43.56 562.0 -3.53 -12.53 2.52 -10.53 671.0 5814.0 1.71 2.1 1.73 -0.11 -2.18 -6.29 -7.67 443.0 681.0
"New York" 30 2003 48.02 534.3 19.32 19.32 13.95 18.77 560.0 6574.0 6.15 7.33 8.16 9.57 8.69 9.63 2.38 416.0 652.3
"New York" 30 2004 45.17 542.1 33.17 33.17 9.38 25.79 485.0 6244.0 3.51 4.63 5.74 12.48 15.71 17.28 17.04 424.9 658.9
"New York" 30 2005 46.85 554.7 26.46 26.46 5.49 18.08 824.0 6242.0 4.31 7.22 8.41 7.42 10.41 13.47 19.35 432.8 677.0
"New York" 30 2006 48.89 571.7 33.44 33.44 13.6 28.13 620.0 5483.0 5.72 7.63 9.85 17.21 19.46 20.09 21.3 457.4 685.4
"New York" 30 2007 44.47 547.9 27.74 27.74 3.24 14.33 588.0 6085.0 3.79 4.1 4.54 6.85 11.98 16.28 23.18 425.5 670.2
"New York" 30 2008 47.73 549.5 31.21 31.21 14.49 25.57 594.0 6042.0 6.49 9.01 11.58 14.91 15.44 15.7 20.27 429.3 669.8
"New York" 30 2009 42.37 540.2 22.64 28.42 5.46 20.34 452.0 6235.0 1.12 2.71 3.7 7.54 8.77 10.19 16.44 421.8 658.6
"New York" 30 2010 43.92 567.0 4.86 7.97 2.03 6.7 808.0 5741.0 2.23 3.72 4.14 2.79 4.16 5.54 9.74 452.6 681.6
"New York" 30 2011 55.71 565.5 39.14 49.82 23.99 47.05 739.0 5762.0 11.3 14.91 18.24 25.19 26.95 26.0 20.71 449.8 681.1
"New York" 30 2012 39.56 586.2 -11.66 3.02 -6.85 -4.48 725.0 5174.0 -2.02 -2.91 -2.91 -0.97 3.98 12.3 25.39 467.0 705.5
"New York" 30 2013 43.99 548.8 12.16 8.79 6.8 12.12 619.0 6102.0 2.39 3.65 3.6 7.62 6.87 4.65 11.13 432.7 665.0
"New York" 30 2014 43.22 534.3 15.98 25.21 6.36 22.17 540.0 6402.0 2.79 3.25 4.61 7.65 10.18 11.75 10.42 416.3 651.8
"New York" 30 2015 40.64 548.3 -5.35 3.6 -2.6 0.17 727.0 6084.0 -1.08 -1.73 -1.58 -2.13 -2.0 -0.45 7.0 421.8 674.5
"New York" 30 2016 38.68 571.4 -15.5 -15.5 -6.96 -13.71 788.0 5581.0 -1.48 -1.29 -2.09 -4.52 -3.53 -1.97 -1.98 446.9 695.9
"North Carolina" 31 1960 50.26 686.4 20.08 26.0 5.07 22.31 1317.0 4094.0 1.01 1.78 2.81 7.13 10.8 14.62 12.95 551.0 821.3
"North Carolina" 31 1961 51.27 695.4 7.12 10.06 5.89 8.16 1220.0 3717.0 2.2 1.23 0.33 0.73 1.13 0.05 10.8 560.1 831.0
